gender,age_group,transformation,image_id_01,distortion_level_11,distortion_level_12,distortion_level_21,distortion_level_22,reaction_time_ms,answer
woman,18-30,scale,3,7,8,2,5,7711,2
woman,18-30,scale,5,2,4,8,5,5482,2
woman,18-30,scale,5,7,6,3,4,9720,1
woman,18-30,scale,6,1,4,7,10,6547,2
woman,18-30,scale,6,5,2,10,7,6827,2
woman,18-30,scale,6,8,9,3,1,4019,1
woman,18-30,scale,7,1,6,7,10,5749,1
woman,18-30,scale,7,4,1,5,6,3672,1
woman,18-30,scale,7,6,4,1,3,4901,1
woman,18-30,scale,8,2,3,9,5,4048,2
woman,18-30,scale,8,2,4,9,6,5622,2
woman,18-30,scale,8,7,10,2,1,5699,1
woman,18-30,scale,8,9,6,4,3,5050,1
woman,18-30,scale,9,4,1,7,8,4924,1
woman,18-30,scale,10,1,4,6,9,5306,1
woman,18-30,scale,10,1,4,9,7,5064,1
woman,18-30,scale,10,4,2,5,8,5796,2
woman,18-30,scale,10,5,6,1,4,7031,2
woman,18-30,scale,11,8,6,1,2,5852,1
woman,18-30,scale,11,8,6,10,9,5360,1
woman,18-30,scale,11,10,6,4,3,4401,2
woman,18-30,scale,12,3,4,8,6,4793,2
woman,18-30,scale,12,4,3,8,9,9636,2
woman,18-30,scale,12,5,4,6,7,4451,2
woman,18-30,scale,12,7,9,3,6,11082,1
woman,18-30,scale,13,6,5,2,3,7450,2
woman,18-30,scale,14,7,9,2,1,6750,1
woman,18-30,scale,14,10,9,4,5,5345,2
woman,18-30,scale,15,3,2,5,8,5833,2
woman,18-30,scale,15,8,6,1,3,4102,1
woman,18-30,scale,15,8,7,5,4,8748,1
woman,18-30,scale,16,1,4,5,6,4401,1
woman,18-30,scale,16,1,5,8,10,4798,1
woman,18-30,scale,16,9,7,6,3,8216,2
woman,18-30,scale,16,10,9,6,5,7819,1
woman,18-30,scale,17,7,8,2,3,9030,2
woman,18-30,scale,20,1,2,8,3,7122,2
woman,18-30,scale,21,2,1,6,3,5770,2
woman,18-30,scale,21,4,7,1,2,6320,1
woman,18-30,scale,22,1,5,10,8,7203,1
woman,18-30,scale,22,3,7,8,9,8686,1
woman,18-30,scale,23,1,2,8,9,5611,2
woman,18-30,scale,23,8,7,3,6,5355,2
woman,18-30,scale,23,10,5,3,4,4508,1
woman,18-30,rotation,1,6,2,7,8,5046,1
woman,18-30,rotation,1,8,10,1,6,13890,2
woman,18-30,rotation,1,10,7,3,5,2660,1
woman,18-30,rotation,2,9,7,3,5,5288,2
woman,18-30,rotation,3,5,1,9,10,9404,1
woman,18-30,rotation,3,6,10,5,3,8096,2
woman,18-30,rotation,4,10,9,6,1,5550,2
woman,18-30,rotation,5,2,6,10,9,14897,1
woman,18-30,rotation,5,4,5,9,8,23589,2
woman,18-30,rotation,5,6,8,4,2,8071,2
woman,18-30,rotation,5,9,8,3,6,3435,1
woman,18-30,rotation,6,6,3,9,8,5807,2
woman,18-30,rotation,6,6,4,1,2,13812,2
woman,18-30,rotation,6,7,4,8,10,3753,2
woman,18-30,rotation,7,3,2,10,5,14990,2
woman,18-30,rotation,7,3,6,10,7,5217,2
woman,18-30,rotation,7,5,3,8,9,8108,1
woman,18-30,rotation,7,7,6,5,1,9089,2
woman,18-30,rotation,7,8,7,5,4,22135,2
woman,18-30,rotation,8,1,2,9,8,15763,1
woman,18-30,rotation,8,2,7,10,9,7080,1
woman,18-30,rotation,8,5,7,3,2,6359,1
woman,18-30,rotation,8,9,8,4,3,4064,1
woman,18-30,rotation,8,10,6,5,3,9581,1
woman,18-30,rotation,10,7,6,4,1,4359,2
woman,18-30,rotation,10,10,9,3,7,13825,1
woman,18-30,rotation,12,7,9,5,2,12529,1
woman,18-30,rotation,12,7,10,6,3,5281,2
woman,18-30,rotation,13,7,9,1,4,6125,1
woman,18-30,rotation,15,5,2,7,8,5045,2
woman,18-30,rotation,15,6,5,10,7,6782,2
woman,18-30,rotation,15,6,8,2,3,14726,1
woman,18-30,rotation,16,2,5,8,6,5938,1
woman,18-30,rotation,16,10,4,3,2,3330,1
woman,18-30,rotation,17,2,5,9,7,7797,2
woman,18-30,rotation,17,4,3,10,7,19638,2
woman,18-30,rotation,18,8,9,2,5,10682,2
woman,18-30,rotation,19,2,4,7,9,10096,2
woman,18-30,rotation,19,4,3,6,5,7996,2
woman,18-30,rotation,19,8,10,7,2,4699,2
woman,18-30,rotation,19,9,7,5,4,6058,2
woman,18-30,rotation,20,6,10,2,5,18028,2
woman,18-30,rotation,20,8,6,4,2,12904,2
woman,18-30,rotation,20,10,9,1,3,5376,2
woman,18-30,rotation,21,3,1,7,8,4520,2
woman,18-30,rotation,21,8,9,3,6,9339,2
woman,18-30,rotation,21,10,5,3,2,2970,1
woman,18-30,rotation,22,5,1,10,9,6235,1
woman,18-30,translation,1,6,1,8,10,4584,1
woman,18-30,translation,1,9,8,5,4,11951,1
woman,18-30,translation,1,10,8,7,4,7336,2
woman,18-30,translation,2,8,10,5,1,5634,2
woman,18-30,translation,2,10,8,2,4,11240,1
woman,18-30,translation,3,4,6,10,8,4461,2
woman,18-30,translation,3,6,7,2,1,7023,2
woman,18-30,translation,4,7,6,10,8,11580,1
woman,18-30,translation,4,8,7,2,3,4065,1
woman,18-30,translation,5,1,3,7,10,8214,1
woman,18-30,translation,6,9,5,1,4,10158,2
woman,18-30,translation,7,4,2,7,8,9167,2
woman,18-30,translation,7,5,3,6,8,6982,1
woman,18-30,translation,7,6,7,2,4,9147,2
woman,18-30,translation,7,7,6,4,5,6249,2
woman,18-30,translation,8,2,4,6,10,8369,2
woman,18-30,translation,8,7,8,1,6,6991,2
woman,18-30,translation,8,8,7,6,3,6143,2
woman,18-30,translation,9,2,3,5,9,6293,2
woman,18-30,translation,9,7,4,8,10,5955,1
woman,18-30,translation,10,1,4,5,7,12680,1
woman,18-30,translation,10,7,10,6,1,6517,2
woman,18-30,translation,11,4,3,6,8,8390,1
woman,18-30,translation,11,8,7,10,9,10133,1
woman,18-30,translation,12,8,9,3,2,4955,1
woman,18-30,translation,13,8,5,2,4,6517,1
woman,18-30,translation,13,10,9,3,2,23563,1
woman,18-30,translation,14,9,7,1,3,5771,2
woman,18-30,translation,14,9,10,2,3,13177,2
woman,18-30,translation,15,7,8,4,3,8901,2
woman,18-30,translation,16,4,7,8,10,5109,1
woman,18-30,translation,16,7,9,5,2,5209,2
woman,18-30,translation,17,3,1,10,4,5054,2
woman,18-30,translation,17,5,7,9,8,12270,2
woman,18-30,translation,18,3,1,5,8,4981,1
woman,18-30,translation,18,4,3,9,5,6926,2
woman,18-30,translation,18,8,6,4,1,6398,2
woman,18-30,translation,18,8,10,7,3,4597,2
woman,18-30,translation,19,5,6,1,4,6901,2
woman,18-30,translation,20,2,3,5,8,9480,1
woman,18-30,translation,21,2,1,3,10,4734,2
woman,18-30,translation,21,2,4,10,8,8031,1
woman,18-30,translation,21,8,3,10,9,7152,1
woman,18-30,translation,21,9,10,2,3,7652,1
woman,18-30,translation,23,2,4,10,8,6678,2
woman,18-30,translation,24,5,10,1,2,4236,1
woman,18-30,translation,24,9,7,6,4,4571,1
woman,18-30,translation,24,10,9,8,7,7594,1
woman,18-30,translation,2,8,9,1,2,9856,2
woman,18-30,translation,2,10,9,7,2,4793,2
woman,18-30,translation,3,3,6,8,9,6570,1
woman,18-30,translation,4,6,5,9,8,4414,2
woman,18-30,translation,4,8,7,1,3,8069,2
woman,18-30,translation,4,8,9,6,3,3774,2
woman,18-30,translation,4,9,6,2,5,4068,1
woman,18-30,translation,4,9,8,4,1,7195,2
woman,18-30,translation,5,2,3,6,10,5431,1
woman,18-30,translation,5,3,1,6,9,8329,2
woman,18-30,translation,5,7,8,4,2,5303,2
woman,18-30,translation,5,8,9,3,2,12303,2
woman,18-30,translation,5,10,4,3,2,4400,1
woman,18-30,translation,6,7,5,1,3,4492,2
woman,18-30,translation,6,7,10,1,5,6663,2
woman,18-30,translation,7,10,5,1,3,10159,2
woman,18-30,translation,8,1,3,10,4,7945,2
woman,18-30,translation,8,9,8,7,5,6280,2
woman,18-30,translation,9,6,2,8,7,5280,1
woman,18-30,translation,10,1,2,7,4,7555,2
woman,18-30,translation,11,5,1,9,6,6018,2
woman,18-30,translation,12,3,2,9,10,7063,1
woman,18-30,translation,13,1,4,9,5,4643,1
woman,18-30,translation,13,4,7,9,8,5653,1
woman,18-30,translation,13,4,9,3,1,5637,1
woman,18-30,translation,13,8,10,4,7,5296,2
woman,18-30,translation,14,9,10,6,3,8134,2
woman,18-30,translation,15,5,6,4,1,7635,1
woman,18-30,translation,15,6,7,5,1,6603,2
woman,18-30,translation,15,8,6,1,5,6493,2
woman,18-30,translation,15,8,9,7,5,5435,1
woman,18-30,translation,16,8,5,1,3,8023,1
woman,18-30,translation,16,10,7,3,1,5823,1
woman,18-30,translation,17,4,2,10,6,11686,2
woman,18-30,translation,18,1,2,5,4,11292,1
woman,18-30,translation,18,2,1,3,9,7003,2
woman,18-30,translation,18,2,1,8,5,4086,2
woman,18-30,translation,18,5,9,1,2,3643,1
woman,18-30,translation,18,7,9,4,2,7326,2
woman,18-30,translation,19,1,4,8,9,3834,1
woman,18-30,translation,19,6,1,8,9,4705,1
woman,18-30,translation,20,1,4,6,7,11586,1
woman,18-30,translation,20,6,5,9,8,11362,2
woman,18-30,translation,20,9,8,3,2,9165,2
woman,18-30,translation,21,7,6,10,9,9708,1
woman,18-30,translation,22,4,3,6,9,17296,2
woman,18-30,translation,22,9,7,5,3,7772,2
woman,18-30,translation,22,10,8,3,4,4751,2
woman,18-30,scale,1,4,1,5,10,4992,2
woman,18-30,scale,1,4,5,6,7,9091,1
woman,18-30,scale,1,7,8,5,1,7915,2
woman,18-30,scale,2,1,2,7,9,6743,1
woman,18-30,scale,2,2,1,10,3,4466,2
woman,18-30,scale,2,3,6,7,9,7691,1
woman,18-30,scale,3,1,3,10,4,3817,2
woman,18-30,scale,3,4,8,2,3,3784,1
woman,18-30,scale,3,5,4,8,9,9958,2
woman,18-30,scale,5,4,5,7,6,8106,2
woman,18-30,scale,5,10,6,4,3,8654,1
woman,18-30,scale,6,2,3,6,4,18940,1
woman,18-30,scale,6,10,6,2,1,13031,1
woman,18-30,scale,7,7,9,5,2,7863,2
woman,18-30,scale,8,5,4,7,9,9726,2
woman,18-30,scale,8,9,10,5,3,9606,2
woman,18-30,scale,8,10,7,2,3,7615,2
woman,18-30,scale,8,10,7,5,3,7856,1
woman,18-30,scale,9,8,10,5,7,4755,1
woman,18-30,scale,10,1,2,4,7,5166,2
woman,18-30,scale,11,2,4,10,7,7255,1
woman,18-30,scale,11,4,1,7,5,6379,1
woman,18-30,scale,11,4,2,8,7,15639,1
woman,18-30,scale,11,7,10,5,3,9569,2
woman,18-30,scale,12,5,7,9,10,3669,2
woman,18-30,scale,12,10,6,3,2,5842,1
woman,18-30,scale,13,4,1,5,6,9450,1
woman,18-30,scale,13,8,6,3,2,4949,1
woman,18-30,scale,14,8,3,9,10,5591,2
woman,18-30,scale,15,1,4,9,5,9354,2
woman,18-30,scale,15,7,6,8,9,8019,2
woman,18-30,scale,15,8,3,10,9,4463,1
woman,18-30,scale,16,3,1,5,4,7940,2
woman,18-30,scale,18,1,2,3,7,3906,2
woman,18-30,scale,18,1,2,5,6,5843,1
woman,18-30,scale,18,2,4,6,7,6829,1
woman,18-30,scale,18,7,6,5,2,9049,2
woman,18-30,scale,19,8,9,3,6,5351,2
woman,18-30,scale,20,2,3,7,8,5674,2
woman,18-30,scale,20,8,10,5,7,6368,1
woman,18-30,scale,20,10,9,2,6,5768,2
woman,18-30,scale,21,7,10,5,4,4461,2
woman,18-30,scale,22,1,2,9,8,16000,2
woman,18-30,scale,22,1,4,8,9,18806,1
woman,18-30,scale,22,7,9,1,2,16606,1
woman,18-30,scale,22,9,5,4,3,8867,1
woman,18-30,scale,24,3,5,6,8,5892,1
woman,18-30,scale,2,4,1,9,5,3530,2
woman,18-30,scale,2,4,2,8,10,5553,1
woman,18-30,scale,2,5,6,1,3,5700,2
woman,18-30,scale,3,5,3,8,6,4440,2
woman,18-30,scale,3,7,3,10,8,4754,1
woman,18-30,scale,4,4,2,9,10,4982,1
woman,18-30,scale,4,6,10,2,1,3298,1
woman,18-30,scale,4,10,8,1,4,5197,1
woman,18-30,scale,5,5,1,8,10,6518,1
woman,18-30,scale,5,6,3,8,10,5330,2
woman,18-30,scale,5,6,5,2,1,5743,2
woman,18-30,scale,5,7,4,8,9,4630,1
woman,18-30,scale,6,6,8,3,1,9983,2
woman,18-30,scale,7,3,2,6,4,4133,2
woman,18-30,scale,7,4,2,9,7,4739,2
woman,18-30,scale,7,6,7,5,4,6342,2
woman,18-30,scale,8,1,6,8,9,4700,1
woman,18-30,scale,8,5,1,6,8,4038,1
woman,18-30,scale,8,5,10,1,2,5930,1
woman,18-30,scale,10,10,7,5,6,11648,1
woman,18-30,scale,11,2,3,4,10,6837,2
woman,18-30,scale,11,4,1,6,7,6017,2
woman,18-30,scale,12,2,5,8,9,5547,1
woman,18-30,scale,12,3,10,1,2,3681,1
woman,18-30,scale,13,1,3,4,10,4440,2
woman,18-30,scale,13,1,5,6,10,4542,2
woman,18-30,scale,13,8,6,1,5,3855,1
woman,18-30,scale,13,10,7,1,3,10257,1
woman,18-30,scale,14,2,1,8,5,5152,2
woman,18-30,scale,14,9,3,2,1,3812,1
woman,18-30,scale,15,3,1,6,10,6532,2
woman,18-30,scale,16,1,6,7,10,9204,1
woman,18-30,scale,16,3,1,9,7,3709,2
woman,18-30,scale,17,9,8,4,2,6951,1
woman,18-30,scale,18,2,1,4,8,3418,2
woman,18-30,scale,18,4,1,6,10,2870,1
woman,18-30,scale,18,6,9,2,1,6330,1
woman,18-30,scale,18,8,5,2,1,7880,1
woman,18-30,scale,21,1,4,5,9,10564,1
woman,18-30,scale,21,4,2,10,7,5583,1
woman,18-30,scale,22,2,5,8,7,17709,1
woman,18-30,scale,22,10,7,1,3,5700,1
woman,18-30,scale,22,10,7,5,2,7670,2
woman,18-30,scale,23,1,8,9,10,3399,1
woman,18-30,scale,23,2,4,8,6,5114,2
woman,18-30,scale,23,8,7,6,4,9432,2
woman,18-30,scale,24,2,1,8,6,3221,2
woman,18-30,gaussian_noise,1,10,9,3,6,5217,1
woman,18-30,gaussian_noise,2,3,2,4,9,2858,1
woman,18-30,gaussian_noise,2,4,8,1,3,2561,2
woman,18-30,gaussian_noise,2,6,5,4,2,3699,2
woman,18-30,gaussian_noise,3,3,1,4,10,2804,1
woman,18-30,gaussian_noise,3,10,8,5,1,2589,2
woman,18-30,gaussian_noise,3,10,9,2,5,3611,2
woman,18-30,gaussian_noise,4,2,1,10,3,2368,2
woman,18-30,gaussian_noise,4,10,9,3,7,2859,2
woman,18-30,gaussian_noise,6,6,4,9,10,4181,1
woman,18-30,gaussian_noise,7,1,5,7,8,3299,1
woman,18-30,gaussian_noise,7,2,6,7,10,3640,1
woman,18-30,gaussian_noise,7,3,2,6,8,4185,1
woman,18-30,gaussian_noise,7,9,8,3,7,2967,2
woman,18-30,gaussian_noise,8,1,2,9,7,4373,2
woman,18-30,gaussian_noise,8,1,3,5,4,6174,1
woman,18-30,gaussian_noise,8,2,3,7,5,5823,1
woman,18-30,gaussian_noise,8,5,1,6,10,3715,1
woman,18-30,gaussian_noise,8,5,4,9,10,5683,1
woman,18-30,gaussian_noise,9,1,2,10,7,5899,1
woman,18-30,gaussian_noise,9,2,3,4,10,4749,1
woman,18-30,gaussian_noise,9,4,7,3,2,5613,2
woman,18-30,gaussian_noise,9,8,6,1,3,5261,2
woman,18-30,gaussian_noise,9,8,10,5,1,4599,2
woman,18-30,gaussian_noise,11,4,1,8,6,3426,1
woman,18-30,gaussian_noise,12,10,8,5,7,6237,1
woman,18-30,gaussian_noise,13,4,2,9,8,3528,1
woman,18-30,gaussian_noise,13,8,7,6,2,8002,2
woman,18-30,gaussian_noise,14,5,4,6,7,5271,2
woman,18-30,gaussian_noise,14,9,8,6,5,4234,2
woman,18-30,gaussian_noise,14,10,9,7,5,4448,2
woman,18-30,gaussian_noise,15,3,2,6,8,2885,1
woman,18-30,gaussian_noise,15,9,10,3,4,3969,2
woman,18-30,gaussian_noise,15,9,10,3,7,3712,2
woman,18-30,gaussian_noise,16,9,10,6,2,2679,2
woman,18-30,gaussian_noise,17,10,5,4,1,4300,1
woman,18-30,gaussian_noise,18,10,8,1,7,3033,2
woman,18-30,gaussian_noise,19,2,4,7,8,4404,1
woman,18-30,gaussian_noise,19,9,6,4,2,6664,2
woman,18-30,gaussian_noise,20,1,5,7,6,3182,1
woman,18-30,gaussian_noise,20,10,4,1,2,4065,1
woman,18-30,gaussian_noise,20,10,9,4,8,3806,2
woman,18-30,gaussian_noise,21,5,1,7,6,3258,1
woman,18-30,gaussian_noise,22,3,2,7,6,4873,1
woman,18-30,gaussian_noise,22,7,8,4,2,5181,1
woman,18-30,gaussian_noise,24,2,4,8,10,5775,2
woman,18-30,gaussian_noise,24,7,2,9,8,3412,1
woman,18-30,gaussian_noise,24,7,5,4,3,3522,2
man,18-30,rotation,14,1,2,5,6,2451,1
man,18-30,rotation,14,4,6,7,9,3214,2
man,18-30,gaussian_noise,11,6,7,9,10,3802,1
man,18-30,gaussian_noise,12,1,2,5,10,3754,2
man,18-30,gaussian_noise,17,1,4,6,10,3109,2
man,18-30,gaussian_noise,17,2,6,7,8,3327,1
woman,18-30,rotation,2,1,3,10,8,6148,1
woman,18-30,rotation,2,1,7,10,8,3374,1
woman,18-30,rotation,2,7,8,6,3,2842,2
woman,18-30,rotation,2,10,9,7,3,3395,2
woman,18-30,rotation,3,3,5,1,2,16117,1
woman,18-30,rotation,3,3,5,10,8,13945,1
woman,18-30,rotation,5,3,1,10,6,3551,2
woman,18-30,rotation,5,4,1,10,8,5751,2
woman,18-30,rotation,5,7,10,4,1,5254,1
woman,18-30,rotation,5,9,10,3,5,10341,2
woman,18-30,rotation,6,2,3,6,10,3060,2
woman,18-30,rotation,6,3,1,7,9,2631,2
woman,18-30,rotation,6,4,3,8,9,4017,2
woman,18-30,rotation,6,8,3,1,2,5237,1
woman,18-30,rotation,6,9,6,3,5,2677,1
woman,18-30,rotation,7,3,10,2,1,3099,1
woman,18-30,rotation,7,4,7,1,2,2863,1
woman,18-30,rotation,7,7,9,1,5,8008,2
woman,18-30,rotation,8,10,9,8,2,4931,2
woman,18-30,rotation,11,2,4,10,9,4109,2
woman,18-30,rotation,11,9,8,4,2,6587,1
woman,18-30,rotation,12,2,3,9,8,9905,2
woman,18-30,rotation,12,10,9,8,1,4244,2
woman,18-30,rotation,13,4,5,6,10,3867,2
woman,18-30,rotation,13,5,7,2,4,6771,2
woman,18-30,rotation,14,7,6,3,4,4965,2
woman,18-30,rotation,14,10,9,2,1,14217,2
woman,18-30,rotation,16,8,6,3,4,3008,1
woman,18-30,rotation,16,9,10,8,2,3106,2
woman,18-30,rotation,17,2,4,10,9,8578,1
woman,18-30,rotation,18,1,6,8,9,4716,1
woman,18-30,rotation,18,5,6,4,1,5620,2
woman,18-30,rotation,19,3,4,8,6,9414,2
woman,18-30,rotation,19,4,3,9,5,3255,2
woman,18-30,rotation,19,5,3,8,10,12141,2
woman,18-30,rotation,20,7,10,5,1,5269,2
woman,18-30,rotation,20,10,9,1,6,2635,2
woman,18-30,rotation,21,1,3,10,9,18224,2
woman,18-30,rotation,21,8,10,6,3,3677,2
woman,18-30,rotation,21,10,8,6,4,14037,1
woman,18-30,rotation,22,7,8,4,1,3193,2
woman,18-30,rotation,22,10,7,6,4,4840,1
woman,18-30,rotation,23,7,5,8,9,9380,1
woman,18-30,rotation,24,4,3,6,9,2658,2
woman,18-30,rotation,24,5,4,10,6,4954,2
woman,18-30,rotation,24,8,9,4,6,5833,2
woman,18-30,rotation,24,9,10,3,6,3556,2
woman,18-30,rotation,1,1,2,10,8,12724,1
woman,18-30,rotation,2,4,6,7,8,6742,1
woman,18-30,rotation,2,8,7,6,1,3506,2
woman,18-30,rotation,3,4,5,9,7,3529,1
woman,18-30,rotation,3,5,4,1,2,3881,2
woman,18-30,rotation,3,9,10,3,5,2814,2
woman,18-30,rotation,4,2,4,6,8,4472,2
woman,18-30,rotation,5,3,1,4,7,4500,2
woman,18-30,rotation,7,2,3,7,5,2540,2
woman,18-30,rotation,7,8,5,2,3,2486,1
woman,18-30,rotation,7,8,6,3,2,2588,1
woman,18-30,rotation,7,9,7,3,5,2438,1
woman,18-30,rotation,8,2,3,10,6,2697,2
woman,18-30,rotation,8,2,3,10,7,3058,2
woman,18-30,rotation,8,2,6,10,8,5181,1
woman,18-30,rotation,8,8,10,4,3,7267,1
woman,18-30,rotation,9,3,2,4,10,2608,2
woman,18-30,rotation,9,5,10,2,3,3150,1
woman,18-30,rotation,9,8,5,1,2,3558,1
woman,18-30,rotation,9,9,7,1,2,4403,1
woman,18-30,rotation,10,1,2,6,9,3366,2
woman,18-30,rotation,10,2,4,10,9,3773,2
woman,18-30,rotation,10,4,1,8,5,3260,2
woman,18-30,rotation,10,4,3,7,5,5892,2
woman,18-30,rotation,10,7,9,5,2,2384,1
woman,18-30,rotation,10,7,9,6,1,2946,2
woman,18-30,rotation,11,3,6,9,10,4032,1
woman,18-30,rotation,11,6,10,1,4,3466,1
woman,18-30,rotation,12,5,7,3,2,3143,1
woman,18-30,rotation,12,10,8,1,3,4568,1
woman,18-30,rotation,12,10,8,5,6,3747,1
woman,18-30,rotation,13,8,9,7,6,4598,1
woman,18-30,rotation,15,3,7,1,2,3432,1
woman,18-30,rotation,15,7,9,1,4,5168,2
woman,18-30,rotation,15,10,9,6,1,3063,2
woman,18-30,rotation,17,5,2,10,8,2974,2
woman,18-30,rotation,17,8,10,2,3,4993,1
woman,18-30,rotation,19,1,5,6,10,4245,1
woman,18-30,rotation,19,2,6,7,9,2980,1
woman,18-30,rotation,19,8,10,6,3,3218,2
woman,18-30,rotation,20,8,7,2,3,4093,2
woman,18-30,rotation,21,3,5,6,8,2858,2
woman,18-30,rotation,22,3,1,10,9,3213,1
woman,18-30,rotation,22,3,4,10,8,4800,2
woman,18-30,rotation,22,6,4,1,3,5656,1
woman,18-30,rotation,22,10,3,2,1,1923,1
woman,18-30,rotation,24,4,3,6,8,2797,2
woman,18-30,rotation,1,4,8,2,3,2824,1
woman,18-30,rotation,1,8,7,10,9,1336,2
woman,18-30,rotation,1,10,6,1,5,2305,2
woman,18-30,rotation,2,1,5,8,6,1530,1
woman,18-30,rotation,2,2,1,9,10,1686,2
woman,18-30,rotation,2,10,9,6,3,3336,2
woman,18-30,rotation,3,2,1,10,4,1867,2
woman,18-30,rotation,3,9,5,1,3,3500,2
woman,18-30,rotation,4,2,4,8,5,3053,2
woman,18-30,rotation,4,3,1,8,7,2227,1
woman,18-30,rotation,5,6,10,4,2,1838,1
woman,18-30,rotation,7,1,3,5,4,2881,2
woman,18-30,rotation,7,6,4,7,10,1653,1
woman,18-30,rotation,8,6,5,7,10,2021,2
woman,18-30,rotation,8,6,8,5,1,2760,2
woman,18-30,rotation,9,5,6,7,8,2867,2
woman,18-30,rotation,10,3,4,1,2,1718,2
woman,18-30,rotation,10,4,6,3,2,2267,2
woman,18-30,rotation,10,6,10,1,5,2441,2
woman,18-30,rotation,10,7,5,1,4,2675,2
woman,18-30,rotation,10,7,9,4,3,2334,2
woman,18-30,rotation,11,4,2,6,7,4596,2
woman,18-30,rotation,11,7,5,2,1,3081,1
woman,18-30,rotation,11,7,9,1,2,1827,2
woman,18-30,rotation,11,10,7,3,1,2065,1
woman,18-30,rotation,12,6,7,3,5,4699,1
woman,18-30,rotation,14,1,5,9,8,1990,1
woman,18-30,rotation,14,2,1,8,5,2301,1
woman,18-30,rotation,14,4,10,3,2,2395,1
woman,18-30,rotation,15,2,4,6,9,2477,2
woman,18-30,rotation,15,3,2,6,5,2817,2
woman,18-30,rotation,15,9,3,2,1,2224,1
woman,18-30,rotation,16,2,3,8,5,4656,2
woman,18-30,rotation,16,8,9,7,1,2559,2
woman,18-30,rotation,16,10,7,4,3,1885,1
woman,18-30,rotation,18,7,4,2,3,2708,1
woman,18-30,rotation,18,8,9,4,3,2977,2
woman,18-30,rotation,19,4,3,7,10,5663,1
woman,18-30,rotation,20,3,1,7,6,3336,1
woman,18-30,rotation,20,3,1,9,7,2255,1
woman,18-30,rotation,20,5,3,6,8,3783,2
woman,18-30,rotation,21,4,5,3,2,2928,1
woman,18-30,rotation,21,7,6,5,1,2880,2
woman,18-30,rotation,21,10,9,4,2,2044,2
woman,18-30,rotation,22,6,5,3,4,2070,1
woman,18-30,rotation,22,6,9,4,2,1571,2
woman,18-30,rotation,23,4,5,1,3,2602,1
woman,18-30,rotation,24,1,6,7,9,2995,1
woman,18-30,rotation,1,3,2,9,6,4527,2
woman,18-30,rotation,2,2,3,4,7,2822,2
woman,18-30,rotation,2,3,1,7,9,5889,1
woman,18-30,rotation,2,4,5,8,7,10016,1
woman,18-30,rotation,4,2,1,10,9,5810,2
woman,18-30,rotation,4,5,4,7,9,2347,2
woman,18-30,rotation,5,4,1,10,5,4655,2
woman,18-30,rotation,6,3,6,9,7,5650,1
woman,18-30,rotation,6,5,6,8,7,2337,1
woman,18-30,rotation,7,2,1,4,3,3524,2
woman,18-30,rotation,7,2,5,9,10,3105,1
woman,18-30,rotation,7,9,8,6,5,6544,2
woman,18-30,rotation,9,5,4,3,2,4768,1
woman,18-30,rotation,9,8,5,4,1,2498,1
woman,18-30,rotation,9,10,9,5,6,3168,2
woman,18-30,rotation,10,3,4,5,6,3456,2
woman,18-30,rotation,10,4,3,8,5,5820,2
woman,18-30,rotation,10,7,5,2,1,2444,2
woman,18-30,rotation,11,3,1,5,8,1984,2
woman,18-30,rotation,11,4,5,8,10,2191,1
woman,18-30,rotation,11,5,2,10,6,3194,2
woman,18-30,rotation,11,8,4,10,9,2724,1
woman,18-30,rotation,12,4,2,7,5,3877,2
woman,18-30,rotation,13,3,5,10,7,5971,2
woman,18-30,rotation,14,3,5,8,7,3176,2
woman,18-30,rotation,14,8,10,3,7,2713,2
woman,18-30,rotation,15,2,1,7,8,1981,2
woman,18-30,rotation,15,8,6,2,1,2657,1
woman,18-30,rotation,15,8,10,6,2,2720,2
woman,18-30,rotation,16,6,9,1,5,2644,1
woman,18-30,rotation,16,7,8,6,2,2486,2
woman,18-30,rotation,16,8,10,3,5,2479,2
woman,18-30,rotation,17,5,3,10,7,2226,2
woman,18-30,rotation,17,7,5,4,2,2662,1
woman,18-30,rotation,18,1,3,7,6,2300,2
woman,18-30,rotation,19,5,8,3,4,2926,1
woman,18-30,rotation,19,7,9,2,3,6781,1
woman,18-30,rotation,19,9,10,1,5,7394,1
woman,18-30,rotation,20,6,1,10,8,2670,1
woman,18-30,rotation,20,6,2,10,7,2530,1
woman,18-30,rotation,20,8,10,3,4,4188,2
woman,18-30,rotation,20,9,10,4,7,2453,2
woman,18-30,rotation,21,4,5,6,10,1994,2
woman,18-30,rotation,21,5,1,8,7,2818,1
woman,18-30,rotation,21,8,1,10,9,2121,1
woman,18-30,rotation,21,10,5,2,1,2002,1
woman,18-30,rotation,21,10,6,1,4,2460,1
woman,18-30,rotation,24,1,3,6,4,3530,1
woman,18-30,translation,1,4,2,10,5,4619,1
woman,18-30,translation,1,10,9,2,4,5991,2
woman,18-30,translation,2,5,4,3,2,8846,1
woman,18-30,translation,2,7,9,6,2,6845,2
woman,18-30,translation,3,2,8,10,9,3201,1
woman,18-30,translation,3,6,7,5,2,4195,2
woman,18-30,translation,4,6,1,8,10,5755,2
woman,18-30,translation,4,10,7,2,6,10829,2
woman,18-30,translation,5,1,2,8,5,16718,2
woman,18-30,translation,6,5,6,4,3,8713,1
woman,18-30,translation,7,9,10,3,4,9491,2
